order_no,booking_dt,rent_start_dt,rent_end_dt,acct_id,depart_parking_lot_id,return_parking_lot_id,mileage_diff,car_series_name
ORD0013874,2025-02-17 16:58:00,2025-02-17 17:09:00,2025-02-17 20:05:00,U04080,500109092,500106067,44.29,YouBike 2.0 電輔版
ORD0013875,2023-05-01 21:39:00,2023-05-01 22:06:00,2023-05-01 22:21:00,U01987,500112110,500112110,3.54,YouBike 1.0 一般版
ORD0013876,2024-08-22 16:57:00,2024-08-22 17:04:00,2024-08-22 17:57:00,U04177,500103032,500119071,11.3,折疊單車
ORD0013877,2024-05-29 16:45:00,2024-05-29 17:08:00,2024-05-29 17:30:00,U01612,500119006,500119006,4.78,YouBike 2.0 電輔版
ORD0013878,2023-10-16 19:36:00,2023-10-16 20:04:00,2023-10-16 20:32:00,U00168,500109007,500109007,5.06,YouBike 2.0 電輔版
ORD0013879,2025-04-05 06:57:00,2025-04-05 07:06:00,2025-04-05 09:34:00,U07585,500103041,500103041,36.34,輕型電動車
ORD0013880,2023-08-18 17:43:00,2023-08-18 18:10:00,2023-08-18 18:17:00,U02114,500110046,500110046,1.87,YouBike 2.0 電輔版
ORD0013881,2023-06-02 08:00:00,2023-06-02 08:06:00,2023-06-02 08:34:00,U01138,500104007,500104056,7.17,折疊單車
ORD0013882,2024-04-21 12:49:00,2024-04-21 13:13:00,2024-04-21 13:36:00,U00922,500113087,500113087,5.0,YouBike 1.0 一般版
ORD0013883,2023-12-11 15:46:00,2023-12-11 16:00:00,2023-12-11 16:44:00,U03699,500109022,500109022,10.12,YouBike 2.0 電輔版
ORD0013884,2023-12-25 06:42:00,2023-12-25 07:00:00,2023-12-25 07:18:00,U03078,500106121,500106121,4.75,輕型電動車
ORD0013885,2024-07-19 14:36:00,2024-07-19 15:10:00,2024-07-19 15:30:00,U06742,500107054,500107054,2.15,YouBike 1.0 一般版
ORD0013886,2024-05-05 09:47:00,2024-05-05 10:10:00,2024-05-05 10:19:00,U03833,500111016,500111016,2.77,YouBike 2.0 電輔版
ORD0013887,2023-09-09 16:44:00,2023-09-09 17:11:00,2023-09-09 17:22:00,U00365,500107078,500107078,1.74,YouBike 2.0 電輔版
ORD0013888,2023-04-19 07:48:00,2023-04-19 08:10:00,2023-04-19 08:37:00,U05358,500101040,500108142,8.68,YouBike 2.0 電輔版
ORD0013889,2024-08-22 04:37:00,2024-08-22 05:06:00,2024-08-22 05:39:00,U01615,500119097,500119093,9.04,YouBike 1.0 一般版
ORD0013890,2023-11-11 06:57:00,2023-11-11 07:10:00,2023-11-11 07:45:00,U06151,500101181,500101181,9.31,YouBike 1.0 一般版
ORD0013891,2024-11-12 17:46:00,2024-11-12 18:09:00,2024-11-12 20:02:00,U01316,500105070,500105070,31.88,YouBike 1.0 一般版
ORD0013892,2023-06-25 07:40:00,2023-06-25 08:08:00,2023-06-25 08:58:00,U07478,500101165,500101165,12.47,YouBike 1.0 一般版
ORD0013893,2025-03-27 07:35:00,2025-03-27 08:15:00,2025-03-27 09:27:00,U06176,500111016,500111016,22.24,折疊單車
ORD0013894,2023-03-21 19:39:00,2023-03-21 20:11:00,2023-03-21 20:55:00,U06641,500110095,500110017,13.17,YouBike 2.0 電輔版
ORD0013895,2023-01-13 20:45:00,2023-01-13 21:12:00,2023-01-13 21:36:00,U05860,500101032,500101032,6.05,YouBike 1.0 一般版
ORD0013896,2024-11-17 10:40:00,2024-11-17 11:03:00,2024-11-17 11:26:00,U00433,500101152,500107132,5.02,折疊單車
ORD0013897,2024-12-10 01:53:00,2024-12-10 02:03:00,2024-12-10 02:31:00,U07786,500106138,500106138,4.94,YouBike 2.0 電輔版
ORD0013898,2024-11-21 08:00:00,2024-11-21 08:07:00,2024-11-21 09:04:00,U05936,500110041,500104076,15.06,YouBike 1.0 一般版
ORD0013899,2024-05-15 17:45:00,2024-05-15 18:00:00,2024-05-15 19:16:00,U02927,500103040,500103040,20.18,YouBike 2.0 電輔版
ORD0013900,2023-02-10 16:43:00,2023-02-10 17:10:00,2023-02-10 17:31:00,U00732,500110074,500110074,3.13,YouBike 2.0 電輔版
ORD0013901,2023-04-18 15:56:00,2023-04-18 16:08:00,2023-04-18 16:54:00,U07968,500104102,500104102,8.98,YouBike 2.0 電輔版
ORD0013902,2023-04-05 17:39:00,2023-04-05 18:10:00,2023-04-05 18:22:00,U01842,500107154,500107154,3.31,YouBike 2.0 電輔版
ORD0013903,2024-10-26 19:50:00,2024-10-26 20:05:00,2024-10-26 20:38:00,U00277,500111123,500111123,5.82,輕型電動車
ORD0013904,2023-10-11 15:32:00,2023-10-11 16:00:00,2023-10-11 16:07:00,U04728,500104069,500106044,2.55,YouBike 1.0 一般版
ORD0013905,2024-11-11 16:30:00,2024-11-11 17:11:00,2024-11-11 17:35:00,U04447,500106065,500106065,3.97,YouBike 2.0 電輔版
ORD0013906,2024-11-23 05:33:00,2024-11-23 06:13:00,2024-11-23 06:37:00,U05637,500112035,500112035,5.38,輕型電動車
ORD0013907,2024-03-07 06:53:00,2024-03-07 07:01:00,2024-03-07 07:52:00,U05737,500107111,500110004,12.78,YouBike 2.0 電輔版
ORD0013908,2024-08-23 19:37:00,2024-08-23 20:10:00,2024-08-23 20:21:00,U06407,500103023,500103023,2.33,YouBike 2.0 電輔版
ORD0013909,2023-08-24 17:34:00,2023-08-24 18:12:00,2023-08-24 18:37:00,U06876,500101009,500101009,4.68,YouBike 2.0 電輔版
ORD0013910,2023-12-08 21:47:00,2023-12-08 22:05:00,2023-12-09 00:16:00,U01115,500107154,500107154,26.45,輕型電動車
ORD0013911,2025-02-15 06:52:00,2025-02-15 07:10:00,2025-02-15 08:06:00,U01221,500109101,500109101,16.61,輕型電動車
ORD0013912,2024-08-16 16:31:00,2024-08-16 17:11:00,2024-08-16 17:24:00,U03142,500107062,500101125,1.87,YouBike 2.0 電輔版
ORD0013913,2023-01-28 17:30:00,2023-01-28 18:00:00,2023-01-28 18:29:00,U03898,500111027,500111027,8.31,輕型電動車
ORD0013914,2025-04-07 19:44:00,2025-04-07 20:15:00,2025-04-07 20:49:00,U01449,500104091,500104091,7.82,YouBike 2.0 電輔版
ORD0013915,2024-06-23 00:31:00,2024-06-23 01:04:00,2024-06-23 01:13:00,U02845,500106085,500106085,1.83,YouBike 1.0 一般版
ORD0013916,2024-12-11 13:56:00,2024-12-11 14:11:00,2024-12-11 15:16:00,U07010,500101025,500101025,16.66,YouBike 2.0 電輔版
ORD0013917,2023-10-08 19:39:00,2023-10-08 20:07:00,2023-10-08 20:24:00,U03130,500101093,500101093,2.94,YouBike 1.0 一般版
ORD0013918,2024-01-23 08:44:00,2024-01-23 09:02:00,2024-01-23 10:13:00,U02935,500109081,500109081,12.4,YouBike 1.0 一般版
ORD0013919,2023-09-24 11:36:00,2023-09-24 12:10:00,2023-09-24 12:28:00,U04578,500108085,500109026,4.35,YouBike 2.0 電輔版
ORD0013920,2024-02-24 08:42:00,2024-02-24 09:05:00,2024-02-24 09:16:00,U00667,500106066,500106066,3.0,YouBike 1.0 一般版
ORD0013921,2024-03-14 07:47:00,2024-03-14 08:15:00,2024-03-14 10:25:00,U06740,500103021,500103021,32.94,YouBike 2.0 電輔版
ORD0013922,2024-01-25 14:44:00,2024-01-25 15:10:00,2024-01-25 15:26:00,U05125,500110011,500110011,4.66,折疊單車
ORD0013923,2024-03-26 18:44:00,2024-03-26 19:04:00,2024-03-26 19:31:00,U06399,500109010,500104004,6.56,折疊單車
ORD0013924,2023-07-27 14:40:00,2023-07-27 15:12:00,2023-07-27 15:37:00,U00594,500109130,500109130,4.57,YouBike 1.0 一般版
ORD0013925,2025-01-06 16:36:00,2025-01-06 17:08:00,2025-01-06 17:28:00,U05215,500101023,500101023,3.88,輕型電動車
ORD0013926,2024-11-05 20:50:00,2024-11-05 21:01:00,2024-11-05 21:21:00,U02832,500106022,500106022,4.68,輕型電動車
ORD0013927,2024-08-19 11:37:00,2024-08-19 12:06:00,2024-08-19 12:16:00,U02456,500113065,500101097,3.01,折疊單車
ORD0013928,2025-01-17 10:56:00,2025-01-17 11:13:00,2025-01-17 11:30:00,U04450,500105002,500105002,5.14,YouBike 1.0 一般版
ORD0013929,2025-05-07 19:40:00,2025-05-07 20:01:00,2025-05-07 20:39:00,U00051,500110055,500104036,7.62,YouBike 2.0 電輔版
ORD0013930,2023-01-02 08:42:00,2023-01-02 09:08:00,2023-01-02 09:51:00,U02790,500112082,500112082,10.26,YouBike 2.0 電輔版
ORD0013931,2024-05-13 11:41:00,2024-05-13 12:00:00,2024-05-13 12:22:00,U03354,500108033,500108072,4.22,輕型電動車
ORD0013932,2024-08-06 20:30:00,2024-08-06 21:10:00,2024-08-06 21:47:00,U02275,500112070,500108129,8.2,YouBike 2.0 電輔版
ORD0013933,2025-02-14 13:57:00,2025-02-14 14:15:00,2025-02-14 14:35:00,U01902,500101101,500103084,4.52,YouBike 2.0 電輔版
ORD0013934,2023-01-20 12:45:00,2023-01-20 13:05:00,2023-01-20 13:56:00,U02963,500103087,500112023,12.34,折疊單車
ORD0013935,2023-12-03 16:45:00,2023-12-03 17:12:00,2023-12-03 17:32:00,U03386,500111060,500111060,5.02,輕型電動車
ORD0013936,2025-03-15 11:41:00,2025-03-15 12:06:00,2025-03-15 12:49:00,U04749,500104014,500104014,11.45,YouBike 1.0 一般版
ORD0013937,2024-09-29 04:50:00,2024-09-29 05:01:00,2024-09-29 05:50:00,U06567,500108212,500107147,12.17,YouBike 1.0 一般版
ORD0013938,2024-09-25 08:38:00,2024-09-25 09:03:00,2024-09-25 09:14:00,U02317,500104082,500104082,2.65,輕型電動車
ORD0013939,2024-08-02 10:52:00,2024-08-02 11:08:00,2024-08-02 12:26:00,U02755,500113014,500105007,18.28,YouBike 1.0 一般版
ORD0013940,2023-07-07 15:57:00,2023-07-07 16:03:00,2023-07-07 16:17:00,U00143,500101101,500101101,3.39,YouBike 2.0 電輔版
ORD0013941,2023-04-04 08:47:00,2023-04-04 09:00:00,2023-04-04 09:43:00,U07071,500107056,500107056,9.08,YouBike 2.0 電輔版
ORD0013942,2024-09-07 16:40:00,2024-09-07 17:03:00,2024-09-07 19:11:00,U06878,500103051,500103051,21.21,YouBike 1.0 一般版
ORD0013943,2024-03-03 10:45:00,2024-03-03 11:01:00,2024-03-03 11:41:00,U07400,500104074,500104074,10.76,YouBike 2.0 電輔版
ORD0013944,2023-09-15 19:52:00,2023-09-15 20:08:00,2023-09-15 20:49:00,U00160,500101266,500101266,10.29,YouBike 1.0 一般版
ORD0013945,2024-05-26 00:31:00,2024-05-26 01:14:00,2024-05-26 01:21:00,U06201,500101219,500101219,1.67,YouBike 1.0 一般版
ORD0013946,2023-04-16 06:51:00,2023-04-16 07:04:00,2023-04-16 07:24:00,U04403,500119094,500106019,5.77,YouBike 1.0 一般版
ORD0013947,2023-05-22 14:33:00,2023-05-22 15:07:00,2023-05-22 15:49:00,U07686,500101170,500101170,9.31,折疊單車
ORD0013948,2023-10-03 13:46:00,2023-10-03 14:01:00,2023-10-03 15:18:00,U00450,500104019,500104019,14.52,YouBike 2.0 電輔版
ORD0013949,2023-03-24 07:47:00,2023-03-24 08:15:00,2023-03-24 08:42:00,U00876,500112052,500105029,7.45,YouBike 1.0 一般版
ORD0013950,2024-06-08 16:58:00,2024-06-08 17:05:00,2024-06-08 18:03:00,U07607,500109106,500109106,15.53,輕型電動車
ORD0013951,2024-03-03 10:35:00,2024-03-03 11:13:00,2024-03-03 12:09:00,U04203,500103002,500107040,14.02,YouBike 1.0 一般版
ORD0013952,2025-02-18 11:42:00,2025-02-18 12:02:00,2025-02-18 13:06:00,U05406,500101001,500101001,17.3,YouBike 1.0 一般版
ORD0013953,2023-02-27 06:38:00,2023-02-27 07:04:00,2023-02-27 08:06:00,U04381,500101151,500101151,15.85,YouBike 1.0 一般版
ORD0013954,2024-07-12 10:44:00,2024-07-12 11:04:00,2024-07-12 12:00:00,U06876,500101234,500108229,16.63,折疊單車
ORD0013955,2024-07-29 11:35:00,2024-07-29 12:04:00,2024-07-29 13:11:00,U02605,500105092,500105092,14.56,YouBike 1.0 一般版
ORD0013956,2025-05-12 16:34:00,2025-05-12 17:04:00,2025-05-12 17:56:00,U04410,500111014,500111014,9.6,YouBike 2.0 電輔版
ORD0013957,2023-01-29 06:39:00,2023-01-29 07:01:00,2023-01-29 07:34:00,U06362,500108098,500108098,6.74,YouBike 2.0 電輔版
ORD0013958,2025-02-27 10:33:00,2025-02-27 11:12:00,2025-02-27 11:54:00,U04935,500106043,500101191,12.05,YouBike 1.0 一般版
ORD0013959,2024-11-04 21:40:00,2024-11-04 22:09:00,2024-11-04 22:28:00,U07217,500108049,500107167,4.6,輕型電動車
ORD0013960,2024-10-07 07:39:00,2024-10-07 08:09:00,2024-10-07 08:25:00,U00306,500105100,500105100,3.44,折疊單車
ORD0013961,2025-04-22 11:44:00,2025-04-22 12:02:00,2025-04-22 12:15:00,U05356,500107147,500107147,4.13,YouBike 1.0 一般版
ORD0013962,2024-11-07 19:51:00,2024-11-07 20:11:00,2024-11-07 20:38:00,U02957,500101200,500101200,5.02,YouBike 2.0 電輔版
ORD0013963,2023-03-13 08:39:00,2023-03-13 09:14:00,2023-03-13 09:28:00,U04542,500109042,500108005,2.47,YouBike 2.0 電輔版
ORD0013964,2025-01-12 21:55:00,2025-01-12 22:10:00,2025-01-12 22:17:00,U05958,500107078,500111119,1.86,YouBike 1.0 一般版
ORD0013965,2023-12-18 17:44:00,2023-12-18 18:13:00,2023-12-18 18:50:00,U05301,500109101,500109101,6.47,YouBike 2.0 電輔版
ORD0013966,2023-05-13 11:59:00,2023-05-13 12:09:00,2023-05-13 15:03:00,U07656,500101110,500101235,47.38,YouBike 1.0 一般版
ORD0013967,2023-11-24 06:45:00,2023-11-24 07:06:00,2023-11-24 07:44:00,U03912,500119061,500108202,8.92,YouBike 1.0 一般版
ORD0013968,2023-07-25 17:42:00,2023-07-25 18:03:00,2023-07-25 18:37:00,U01135,500101274,500101274,7.67,YouBike 2.0 電輔版
ORD0013969,2025-02-26 13:55:00,2025-02-26 14:13:00,2025-02-26 15:08:00,U01518,500106008,500106086,11.89,YouBike 2.0 電輔版
ORD0013970,2025-01-06 17:41:00,2025-01-06 18:11:00,2025-01-06 19:21:00,U06630,500108091,500108091,12.5,YouBike 2.0 電輔版
ORD0013971,2025-02-16 07:59:00,2025-02-16 08:10:00,2025-02-16 08:56:00,U00127,500111061,500111061,7.16,YouBike 2.0 電輔版
ORD0013972,2023-06-04 07:49:00,2023-06-04 08:02:00,2023-06-04 08:27:00,U01398,500119092,500119092,4.02,YouBike 1.0 一般版
ORD0013973,2023-03-14 20:42:00,2023-03-14 21:07:00,2023-03-14 21:41:00,U07035,500108054,500107096,9.48,YouBike 2.0 電輔版
ORD0013974,2024-11-24 17:33:00,2024-11-24 18:00:00,2024-11-24 18:30:00,U07779,500110028,500110028,6.72,YouBike 1.0 一般版
ORD0013975,2025-04-21 07:38:00,2025-04-21 08:07:00,2025-04-21 08:29:00,U00008,500110041,500110041,5.0,折疊單車
ORD0013976,2025-03-31 14:44:00,2025-03-31 15:15:00,2025-03-31 15:54:00,U07411,500110032,500104133,10.33,輕型電動車
ORD0013977,2024-06-20 17:47:00,2024-06-20 18:14:00,2024-06-20 18:21:00,U02576,500104117,500104117,1.75,YouBike 1.0 一般版
ORD0013978,2025-04-07 10:31:00,2025-04-07 11:11:00,2025-04-07 11:34:00,U05159,500112028,500111017,5.11,YouBike 2.0 電輔版
ORD0013979,2025-01-28 06:46:00,2025-01-28 07:05:00,2025-01-28 07:48:00,U06274,500110062,500110062,11.16,YouBike 2.0 電輔版
ORD0013980,2023-11-03 05:48:00,2023-11-03 06:09:00,2023-11-03 06:22:00,U05025,500103084,500101026,3.59,YouBike 1.0 一般版
ORD0013981,2024-04-05 17:50:00,2024-04-05 18:15:00,2024-04-05 18:39:00,U05966,500106145,500106145,5.27,YouBike 2.0 電輔版
ORD0013982,2023-04-22 06:46:00,2023-04-22 07:07:00,2023-04-22 07:40:00,U01074,500107183,500113057,6.01,輕型電動車
ORD0013983,2024-02-13 23:33:00,2024-02-14 00:08:00,2024-02-14 00:33:00,U01381,500107182,500107182,4.09,YouBike 2.0 電輔版
ORD0013984,2025-03-31 10:32:00,2025-03-31 11:06:00,2025-03-31 11:18:00,U06915,500108213,500108213,3.09,YouBike 2.0 電輔版
ORD0013985,2024-08-11 12:48:00,2024-08-11 13:06:00,2024-08-11 13:29:00,U01332,500106018,500106018,4.51,YouBike 2.0 電輔版
ORD0013986,2023-09-22 14:34:00,2023-09-22 15:12:00,2023-09-22 15:34:00,U02815,500108088,500108088,5.93,折疊單車
ORD0013987,2025-03-23 07:43:00,2025-03-23 08:03:00,2025-03-23 08:35:00,U04020,500112085,500112085,5.83,YouBike 1.0 一般版
ORD0013988,2023-01-09 14:56:00,2023-01-09 15:10:00,2023-01-09 16:05:00,U04569,500103028,500103028,11.78,YouBike 2.0 電輔版
ORD0013989,2023-05-09 22:47:00,2023-05-09 23:04:00,2023-05-09 23:48:00,U07584,500101037,500111090,8.08,YouBike 1.0 一般版
ORD0013990,2024-12-17 07:47:00,2024-12-17 08:08:00,2024-12-17 08:16:00,U06471,500104008,500104008,2.76,YouBike 1.0 一般版
ORD0013991,2024-08-31 11:42:00,2024-08-31 12:01:00,2024-08-31 12:42:00,U02333,500103080,500103080,8.02,折疊單車
ORD0013992,2025-05-22 17:45:00,2025-05-22 18:03:00,2025-05-22 18:16:00,U05276,500109093,500109093,3.5,YouBike 1.0 一般版
ORD0013993,2024-08-10 07:46:00,2024-08-10 08:01:00,2024-08-10 08:07:00,U04466,500107190,500107190,1.35,YouBike 2.0 電輔版
ORD0013994,2023-05-12 10:53:00,2023-05-12 11:13:00,2023-05-12 11:40:00,U02133,500110052,500110052,7.58,YouBike 2.0 電輔版
ORD0013995,2024-08-12 16:31:00,2024-08-12 17:12:00,2024-08-12 18:01:00,U05931,500109047,500109047,10.81,YouBike 1.0 一般版
ORD0013996,2023-11-22 18:39:00,2023-11-22 19:02:00,2023-11-22 19:17:00,U03716,500110057,500110057,3.14,YouBike 1.0 一般版
ORD0013997,2023-04-03 14:33:00,2023-04-03 15:08:00,2023-04-03 15:22:00,U02007,500111036,500111036,5.28,YouBike 1.0 一般版
ORD0013998,2024-01-28 11:40:00,2024-01-28 12:02:00,2024-01-28 12:19:00,U01916,500111097,500111097,4.02,YouBike 2.0 電輔版
ORD0013999,2023-12-03 23:52:00,2023-12-04 00:08:00,2023-12-04 00:36:00,U04695,500107056,500112097,8.34,YouBike 2.0 電輔版
ORD0014000,2023-08-13 17:34:00,2023-08-13 18:04:00,2023-08-13 18:20:00,U07283,500112035,500112035,3.36,YouBike 2.0 電輔版
ORD0014001,2024-08-03 11:47:00,2024-08-03 12:01:00,2024-08-03 13:56:00,U07770,500108012,500106050,25.47,YouBike 1.0 一般版
ORD0014002,2023-02-08 06:54:00,2023-02-08 07:10:00,2023-02-08 07:34:00,U04907,500101095,500113097,5.83,折疊單車
ORD0014003,2024-10-06 19:32:00,2024-10-06 20:05:00,2024-10-06 21:03:00,U03786,500108203,500105085,13.52,YouBike 2.0 電輔版
ORD0014004,2025-02-23 17:43:00,2025-02-23 18:13:00,2025-02-23 18:27:00,U01862,500107157,500112043,3.57,輕型電動車
ORD0014005,2023-05-28 07:47:00,2023-05-28 08:07:00,2023-05-28 08:41:00,U02249,500108205,500108205,7.45,輕型電動車
ORD0014006,2023-07-21 15:43:00,2023-07-21 16:02:00,2023-07-21 16:43:00,U05340,500107028,500107028,10.65,YouBike 2.0 電輔版
ORD0014007,2025-05-25 16:50:00,2025-05-25 17:01:00,2025-05-25 17:23:00,U00281,500101144,500101144,3.48,YouBike 1.0 一般版
ORD0014008,2023-05-09 08:58:00,2023-05-09 09:00:00,2023-05-09 09:10:00,U06353,500101181,500101181,3.18,折疊單車
ORD0014009,2024-10-04 06:42:00,2024-10-04 07:02:00,2024-10-04 07:51:00,U05614,500108028,500108028,15.43,YouBike 1.0 一般版
ORD0014010,2024-02-28 07:44:00,2024-02-28 08:13:00,2024-02-28 08:44:00,U07859,500107051,500107051,7.76,YouBike 1.0 一般版
ORD0014011,2023-01-14 08:51:00,2023-01-14 09:14:00,2023-01-14 09:23:00,U07728,500107123,500107123,1.02,YouBike 2.0 電輔版
ORD0014012,2024-03-05 17:39:00,2024-03-05 18:13:00,2024-03-05 18:25:00,U01113,500113034,500113034,3.25,輕型電動車
ORD0014013,2023-07-26 17:51:00,2023-07-26 18:11:00,2023-07-26 21:22:00,U04617,500108169,500108169,32.41,YouBike 1.0 一般版
ORD0014014,2023-04-19 10:47:00,2023-04-19 11:07:00,2023-04-19 11:14:00,U01775,500108085,500108085,2.22,YouBike 2.0 電輔版
ORD0014015,2023-09-03 22:53:00,2023-09-03 23:10:00,2023-09-03 23:36:00,U04631,500112035,500105005,6.81,YouBike 1.0 一般版
ORD0014016,2023-03-14 16:44:00,2023-03-14 17:01:00,2023-03-14 17:33:00,U01052,500103048,500103048,7.26,YouBike 1.0 一般版
ORD0014017,2024-06-01 07:41:00,2024-06-01 08:15:00,2024-06-01 12:06:00,U05670,500111097,500111097,48.73,YouBike 1.0 一般版
ORD0014018,2024-10-19 12:30:00,2024-10-19 13:06:00,2024-10-19 14:28:00,U03738,500101038,500101038,16.91,YouBike 1.0 一般版
ORD0014019,2024-03-22 13:40:00,2024-03-22 14:12:00,2024-03-22 14:51:00,U00388,500108036,500108036,9.0,YouBike 1.0 一般版
ORD0014020,2023-02-13 06:33:00,2023-02-13 07:14:00,2023-02-13 07:54:00,U06944,500112049,500112049,8.58,YouBike 2.0 電輔版
ORD0014021,2023-01-10 13:35:00,2023-01-10 14:14:00,2023-01-10 14:35:00,U02270,500110068,500110068,4.51,YouBike 2.0 電輔版
ORD0014022,2024-10-25 14:31:00,2024-10-25 15:11:00,2024-10-25 15:28:00,U00042,500101131,500113045,2.2,YouBike 1.0 一般版
ORD0014023,2025-03-12 07:37:00,2025-03-12 08:06:00,2025-03-12 08:23:00,U05238,500113089,500113089,3.64,輕型電動車
ORD0014024,2024-01-09 07:40:00,2024-01-09 08:06:00,2024-01-09 09:03:00,U05203,500101027,500101027,15.46,YouBike 1.0 一般版
ORD0014025,2025-03-16 10:45:00,2025-03-16 11:09:00,2025-03-16 11:51:00,U04105,500111024,500101028,11.37,YouBike 1.0 一般版
ORD0014026,2024-02-09 18:33:00,2024-02-09 19:02:00,2024-02-09 19:48:00,U03907,500101022,500104108,10.3,YouBike 2.0 電輔版
ORD0014027,2024-05-09 19:54:00,2024-05-09 20:02:00,2024-05-09 20:23:00,U04279,500119096,500113042,5.56,YouBike 1.0 一般版
ORD0014028,2024-11-09 16:50:00,2024-11-09 17:10:00,2024-11-09 17:32:00,U03626,500109074,500106052,4.88,YouBike 2.0 電輔版
ORD0014029,2024-02-16 10:49:00,2024-02-16 11:04:00,2024-02-16 11:19:00,U03131,500113095,500113095,5.44,YouBike 1.0 一般版
ORD0014030,2024-02-15 13:51:00,2024-02-15 14:04:00,2024-02-15 15:01:00,U06646,500106051,500106051,11.87,輕型電動車
ORD0014031,2024-02-14 15:54:00,2024-02-14 16:05:00,2024-02-14 16:33:00,U06090,500104059,500107027,7.1,YouBike 2.0 電輔版
ORD0014032,2025-04-28 11:46:00,2025-04-28 12:05:00,2025-04-28 13:34:00,U06546,500111121,500111121,18.84,YouBike 1.0 一般版
ORD0014033,2024-08-30 14:36:00,2024-08-30 15:08:00,2024-08-30 16:08:00,U00777,500107173,500103087,16.0,YouBike 1.0 一般版
ORD0014034,2024-08-04 00:52:00,2024-08-04 01:05:00,2024-08-04 01:33:00,U01380,500101193,500104081,7.13,YouBike 1.0 一般版
ORD0014035,2024-04-07 10:48:00,2024-04-07 11:03:00,2024-04-07 11:30:00,U05415,500108135,500108135,5.08,YouBike 1.0 一般版
ORD0014036,2024-03-29 17:40:00,2024-03-29 18:09:00,2024-03-29 19:37:00,U00765,500104060,500104060,26.25,YouBike 2.0 電輔版
ORD0014037,2023-03-05 12:34:00,2023-03-05 13:10:00,2023-03-05 13:20:00,U01153,500107186,500107186,1.88,輕型電動車
ORD0014038,2023-02-15 23:59:00,2023-02-16 00:08:00,2023-02-16 01:06:00,U04996,500106064,500106064,12.63,YouBike 1.0 一般版
ORD0014039,2023-11-12 18:35:00,2023-11-12 19:05:00,2023-11-12 19:42:00,U06694,500101210,500101210,5.15,折疊單車
ORD0014040,2024-08-20 21:30:00,2024-08-20 22:10:00,2024-08-20 22:33:00,U04492,500113041,500113041,6.33,YouBike 2.0 電輔版
ORD0014041,2024-01-11 04:48:00,2024-01-11 05:08:00,2024-01-11 06:30:00,U03321,500119053,500103011,22.25,輕型電動車
ORD0014042,2023-01-20 11:50:00,2023-01-20 12:14:00,2023-01-20 12:57:00,U01753,500110023,500103060,8.29,YouBike 2.0 電輔版
ORD0014043,2023-11-26 19:42:00,2023-11-26 20:07:00,2023-11-26 20:13:00,U03064,500108049,500108049,1.29,YouBike 2.0 電輔版
ORD0014044,2025-01-17 09:32:00,2025-01-17 10:10:00,2025-01-17 10:24:00,U05149,500104055,500104055,3.7,YouBike 2.0 電輔版
ORD0014045,2023-04-09 06:36:00,2023-04-09 07:11:00,2023-04-09 07:25:00,U02358,500109023,500109023,3.64,YouBike 1.0 一般版
ORD0014046,2024-06-08 07:58:00,2024-06-08 08:00:00,2024-06-08 08:44:00,U00783,500108227,500108227,12.12,YouBike 2.0 電輔版
ORD0014047,2023-09-21 18:44:00,2023-09-21 19:08:00,2023-09-21 19:26:00,U00316,500108183,500108183,3.13,YouBike 2.0 電輔版
ORD0014048,2024-10-19 15:33:00,2024-10-19 16:15:00,2024-10-19 16:46:00,U00735,500101201,500106067,9.65,YouBike 2.0 電輔版
ORD0014049,2024-11-27 17:37:00,2024-11-27 18:00:00,2024-11-27 18:47:00,U00791,500105009,500105009,7.92,YouBike 2.0 電輔版
ORD0014050,2023-08-04 10:35:00,2023-08-04 11:05:00,2023-08-04 11:21:00,U07452,500107087,500107087,3.6,YouBike 1.0 一般版
ORD0014051,2023-01-18 07:55:00,2023-01-18 08:07:00,2023-01-18 08:24:00,U03598,500111013,500111013,4.09,YouBike 2.0 電輔版
ORD0014052,2023-05-07 11:48:00,2023-05-07 12:14:00,2023-05-07 12:56:00,U07584,500113033,500106071,9.89,折疊單車
ORD0014053,2024-04-06 16:34:00,2024-04-06 17:06:00,2024-04-06 17:35:00,U04616,500104058,500104058,6.54,YouBike 2.0 電輔版
ORD0014054,2024-09-29 07:52:00,2024-09-29 08:00:00,2024-09-29 08:21:00,U03775,500106102,500113045,4.87,YouBike 1.0 一般版
ORD0014055,2025-01-16 20:41:00,2025-01-16 21:11:00,2025-01-16 22:00:00,U01708,500104135,500104135,9.19,YouBike 2.0 電輔版
ORD0014056,2024-04-06 12:52:00,2024-04-06 13:10:00,2024-04-06 14:04:00,U01461,500111014,500111014,13.48,YouBike 2.0 電輔版
ORD0014057,2023-07-13 07:37:00,2023-07-13 08:05:00,2023-07-13 08:30:00,U05778,500107181,500101025,6.47,YouBike 1.0 一般版
ORD0014058,2024-12-18 11:35:00,2024-12-18 12:08:00,2024-12-18 12:57:00,U05161,500108158,500108158,11.4,YouBike 2.0 電輔版
ORD0014059,2024-07-14 08:00:00,2024-07-14 08:11:00,2024-07-14 08:36:00,U07093,500103004,500103004,7.48,YouBike 2.0 電輔版
ORD0014060,2025-02-02 07:35:00,2025-02-02 08:02:00,2025-02-02 08:31:00,U00848,500111082,500111082,7.09,輕型電動車
ORD0014061,2023-09-05 08:31:00,2023-09-05 09:00:00,2023-09-05 09:41:00,U03336,500101210,500101210,10.22,YouBike 1.0 一般版
